Latitude (deg) , Longitude(deg)  UTM (East) ,, UTM (North) ,, Day ,,, Hour ,, Minute , Wind (m/s) , Wind (deg) , u(m/s) ,, v(m/s) ,, w(m/s) ,," u""(m/s) ",," v""(m/s) ",," w""(m/s) ",, uv(m/s) ,, uw(m/s) ,, vw(m/s) 
39.703129,-7.748782,32960.86,3942.3,10,2,35,5.18744993,256.84561157,   4.90422535    1.14615750 ,2.02151275,1.9945395,1.40615571,0.58765405,0.0323541,0.03504491,-0.25479192,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,2,40,5.01174021,251.83930969,   4.65977669    1.52851427 ,1.94303977,1.38436365,1.04816866,0.36984849,0.01300262,0.01791248,-0.07236259,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,2,45,4.79597855,264.6835022,   4.69038820    0.43647668 ,1.82117558,2.32643056,0.79691637,0.62961125,0.00335485,-0.16030854,-0.01791184,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,2,50,5.89174938,255.80834961,   5.60840988    1.41827571 ,2.07487154,2.59353518,1.63641441,0.44459146,1.11128306,0.14772755,0.1359265,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,2,55,4.82897568,258.5440979,   4.61808681    0.93585861 ,1.81764734,1.08923209,1.13961637,0.55883348,0.23437488,-0.13237132,0.08198536,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,0,3.91020656,256.28262329,   3.61060238    0.88133103 ,1.64511943,0.71514881,1.44620192,0.38548422,-0.12529898,-0.06923479,-0.29675722,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,5,4.65733337,250.75144958,   4.28708601    1.49699640 ,1.71705818,2.32825375,0.95305806,0.37758553,0.0353744,0.16206981,-0.14585857,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,10,5.78721189,250.11880493,   5.34621286    1.93331742 ,1.97004962,1.73633444,1.2120471,0.53003055,0.17150337,0.14555487,-0.07143398,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,15,5.17631245,241.80802917,   4.42401743    2.37133861 ,1.81908917,1.36105716,1.74961674,0.479844,0.02666851,-0.02631757,-0.22550263,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,20,5.32601357,256.79330444,   5.07883692    1.19185603 ,1.8787688,1.05481124,1.14066362,0.38706353,-0.08830608,0.07916704,-0.12668902,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,25,5.80325365,238.75712585,   4.83844566    2.93521690 ,1.86446381,1.29769254,2.11038876,0.61022305,0.3756519,-0.11389828,-0.26932907,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,30,6.36114359,245.81854248,   5.67268896    2.54720092 ,2.35322428,2.15767717,1.85990906,0.60151362,0.26579568,-0.21989298,-0.15323769,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,35,6.02373266,261.62832642,   5.73060322    0.84332633 ,2.11297059,2.47350979,2.68034792,0.84258837,-0.81503767,-0.17297208,-0.27335411,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,40,4.93147278,271.10565186,   4.86346817   -0.09386371 ,1.91598701,1.71077108,0.55862427,0.37473157,-0.044181,0.1036891,-0.03861091,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,45,6.00192881,261.73199463,   5.84529734    0.84940207 ,1.8941406,0.94852895,1.09924746,0.56941396,-0.10682485,0.05806549,-0.16292563,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,50,5.10615206,249.91868591,   4.63803244    1.69556463 ,1.57287371,1.50314963,1.16770947,0.42508018,-0.50795454,-0.02613361,-0.11891959,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,3,55,5.77390385,241.85061646,   4.92255497    2.63385415 ,1.79870641,2.70545053,1.84101295,0.61946374,-0.20999184,0.08660354,-0.37198028,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,0,5.81952524,247.47821045,   5.17529297    2.14598298 ,2.0687077,2.21391726,2.21935892,0.72141033,-0.49158633,0.01338987,-0.54475123,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,5,4.98210859,247.19647217,   4.52315426    1.90168691 ,1.56417751,1.02520561,0.6311456,0.37146598,-0.09327836,-0.00221651,0.05217401,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,10,5.04607248,256.84851074,   4.82625961    1.12767959 ,1.89895952,1.23949695,1.03920054,0.36684546,0.19796732,-0.06400169,-0.16505301,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,15,4.98609209,256.42819214,   4.75251675    1.14727962 ,1.85425925,1.33402443,1.0885731,0.32705054,0.37897241,0.01606718,-0.12329973,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,20,4.34046221,261.42398071,   4.20808935    0.63461328 ,1.73822117,0.84353036,0.72378933,0.24925569,-0.0106507,-0.05384433,-0.10055112,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,25,3.72579098,257.90881348,   3.53420639    0.75709885 ,1.51140153,0.52601665,0.85860801,0.24256636,-0.07418008,0.05566425,-0.12938082,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,30,4.34550095,249.16383362,   4.00755072    1.52522051 ,1.57345402,0.74741352,0.50866258,0.28689173,0.07539854,0.07725802,-0.07581735,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,35,5.80650473,242.56283569,   4.93808460    2.56372571 ,1.86616409,1.84188175,2.83671308,0.39771777,-0.08002597,-0.1086815,-0.14355607,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,40,4.90005064,252.13484192,   4.47758150    1.44321370 ,1.72846639,1.03176808,1.80686629,0.39801893,-0.29314545,-0.02985205,-0.28542006,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,45,5.31668043,243.21850586,   4.59289646    2.31817722 ,1.8607465,1.55396593,1.74081528,0.54669869,-0.06494051,0.06132096,-0.37047756,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,51,5.1129632,236.03184509,   4.16000891    2.80259824 ,1.6167047,1.39717042,0.98398989,0.42911416,0.23530576,-0.01611748,-0.03181394,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,4,56,4.51705122,254.20631409,   4.12572289    1.16697025 ,1.66728151,1.02236199,2.33958101,0.3302941,0.08240245,0.03951655,0.08810739,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,1,4.5017333,250.60905457,   4.18767548    1.47396946 ,1.37152827,0.34427628,0.61789715,0.20554326,0.07414925,-0.07679231,-0.09685667,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,6,4.10871363,249.90127563,   3.78125858    1.38364923 ,1.67675233,0.53571481,0.53221011,0.29271844,-0.21869275,0.104156,-0.09416874,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,11,4.32638645,232.28648376,   3.34122562    2.58365273 ,1.34187973,0.92722702,0.81332779,0.43309984,0.03289503,-0.03898911,-0.26752776,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,16,4.71635723,234.55509949,   3.68428540    2.62263274 ,1.47984028,1.29849911,2.27101278,0.69139141,0.14258939,0.01849214,-0.52464026,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,21,4.32154083,257.50125122,   4.13990068    0.91769880 ,1.86518526,0.47872499,0.56815577,0.22935493,-0.19310822,0.01084727,-0.05148881,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,26,3.96951962,235.80839539,   3.18954015    2.16692615 ,1.34983683,0.61539519,1.11193442,0.34146523,0.06396144,-0.07919177,-0.25129211,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,31,3.91171956,243.25610352,   3.42858815    1.72769237 ,1.32090366,0.4580071,0.67594266,0.22865473,0.07437222,0.00431302,-0.04116075,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,36,3.98892474,247.96885681,   3.62850428    1.46830571 ,1.57568812,0.811737,0.80714047,0.26103124,0.30970731,-0.09752955,-0.16835921,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,41,4.42427349,259.06454468,   4.28739929    0.82837355 ,1.62239742,0.97721016,0.50342417,0.2371854,0.15357938,-0.0388156,-0.03988428,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,46,4.55640411,239.27845764,   3.70750928    2.20324373 ,1.44490719,0.888017,2.40915775,0.49379173,-0.23445466,-0.14225917,-0.38780689,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,51,4.82525349,238.12602234,   3.96724653    2.46689391 ,1.30669391,0.98303646,1.34079897,0.39356044,-0.10812748,-0.04353416,-0.22448111,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,5,56,3.46664977,249.45655823,   3.17460346    1.18968022 ,1.53207517,1.00965083,0.49982134,0.29373255,0.0340898,0.07538846,-0.14351164,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,1,3.22679877,231.52677917,   2.41056252    1.91560960 ,1.07906938,1.0364325,0.66466439,0.36958829,-0.15922816,-0.01634689,-0.22866087,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,6,3.91758418,224.44252014,   2.65415478    2.70631289 ,1.23043144,0.72426033,0.98833185,0.4879258,-0.12639207,0.05438721,-0.39988777,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,11,5.10714054,225.16821289,   3.55856586    3.53773212 ,1.11536431,1.08236289,1.27885139,0.3891528,0.27221146,-0.04862657,-0.01999363,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,16,3.77985382,241.48298645,   3.21052623    1.74440813 ,1.41075647,1.2705617,0.83077997,0.41944346,0.0192248,0.13214919,-0.15166,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,21,4.33254147,231.63240051,   3.31016135    2.62055540 ,1.20686829,1.04331958,0.78754956,0.5116449,-0.08946344,0.07450151,-0.2854701,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,26,3.72274351,235.64529419,   2.91951704    1.99564683 ,1.22954571,1.50124478,0.91402638,0.45779064,-0.34085795,0.21205591,-0.2400364,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,31,4.88532495,228.16720581,   3.41105390    3.05334878 ,1.26369274,1.75420403,2.56808186,0.69960159,-0.77888346,0.22093201,-0.67584574,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,36,4.34048319,238.01148987,   3.49775100    2.18466187 ,1.67690635,2.06976533,1.21222603,0.66086465,-0.35442728,0.29882598,-0.42034602,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,41,5.01376104,240.83757019,   4.28768730    2.39261842 ,1.51888371,1.08020246,0.96781176,0.46400169,-0.00740266,0.09387859,-0.2593646,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,46,4.54319477,244.23033142,   4.01563978    1.93861425 ,1.42941475,0.84263563,0.6356799,0.34816146,-0.12784289,0.03526188,-0.20328857,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,51,5.052876,233.33355713,   3.96332645    2.95056272 ,1.11275029,0.94492471,1.03982639,0.41956976,-0.08172469,-0.0389372,-0.19735985,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,6,56,4.48604441,255.71180725,   4.25476027    1.08359075 ,1.93137157,0.76089633,0.78311449,0.26255336,-0.0905304,0.00033888,-0.17247641,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,1,3.99996614,248.06872559,   3.56888461    1.43694603 ,1.70429564,0.97728741,1.30919838,0.40137807,0.05916304,-0.15498264,-0.14278932,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,6,4.3106432,243.05648804,   3.77163768    1.91706371 ,1.62945271,1.54736221,0.70715958,0.41191277,0.26503178,0.20853557,0.01040715,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,11,5.17066526,246.91288757,   4.63227606    1.97460258 ,1.71528292,1.70309627,0.97270727,0.53655112,-0.43452159,0.09044179,-0.04134985,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,16,4.92326689,247.27452087,   4.38511848    1.83662665 ,1.81230628,1.73460138,1.64646626,0.75570202,0.0733036,0.01872487,-0.29897422,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,21,5.01429844,250.39289856,   4.60398483    1.64004815 ,1.87563109,1.26754189,1.46933126,0.34661868,0.29367304,-0.05324866,-0.04577881,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,26,3.98062921,253.39839172,   3.64838052    1.08774066 ,1.65348923,1.18795359,1.09618258,0.38325486,-0.30070835,0.02777221,-0.04778075,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,31,4.71634912,255.38847351,   4.49988985    1.17309988 ,1.62808275,0.7248736,0.74116725,0.28074545,0.19668528,0.02481823,0.0935662,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,36,4.6850791,250.37638855,   4.28555346    1.52800763 ,1.61286938,1.48289299,1.20586145,0.46589804,0.08974777,-0.01024651,-0.13591798,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,41,4.78294563,258.81207275,   4.50125027    0.89028645 ,1.70049489,1.85639679,1.86636162,0.42723653,0.24556963,0.2137399,0.35840088,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,46,4.70969963,267.60678101,   4.61209345    0.19275638 ,1.75100219,1.08879006,0.74114513,0.29875779,-0.12076266,0.02838201,-0.0147968,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,51,3.93441963,270.29797363,   3.88027382   -0.02017961 ,1.660321,1.03650689,0.36521795,0.19400726,0.15576009,0.03053788,0.00379666,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,7,56,3.56905389,248.69651794,   3.20473933    1.24970007 ,1.06279743,0.40720955,1.07832575,0.27041441,0.13738261,0.00735532,0.08260646,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,1,4.73753834,255.03627014,   4.23181438    1.13104010 ,1.54215443,0.7875163,3.40430021,0.30087835,0.30640587,-0.07118491,-0.02405642,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,6,4.10847425,243.14535522,   3.43193674    1.73770642 ,1.58703947,0.92854911,2.6750834,0.35595182,0.23823681,-0.13945399,-0.22779566,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,11,4.47743464,237.11691284,   3.64601111    2.35718393 ,1.78746772,1.62717044,1.39760756,0.52767384,0.29964435,-0.04323878,-0.32356369,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,16,5.08152199,246.6917572,   4.58346844    1.97473443 ,1.73092163,1.2080704,1.19924188,0.48566931,0.38712701,-0.04430165,-0.21922259,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,21,5.57805777,239.41188049,   4.56404924    2.69789314 ,1.79105759,2.55286074,4.15880775,0.54148477,1.27211118,0.21042109,-0.05117195,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,26,4.89160633,249.17767334,   4.46995401    1.69996893 ,1.9860245,1.66018569,1.02214515,0.4977906,0.02293092,-0.00237063,-0.20700073,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,31,5.72936153,243.86772156,   5.04850101    2.47676301 ,1.74616027,1.19911397,1.57377172,0.53320509,0.44262868,-0.12348933,0.0417289,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,36,4.17667246,249.90490723,   3.78270268    1.38390577 ,1.55715442,0.76150501,1.39901841,0.28831503,0.02694524,-0.00901285,-0.11561518,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,41,5.3643322,241.604599,   4.54508114    2.45704484 ,1.68863666,1.86631191,2.18280458,0.6135478,0.1328906,0.16593182,-0.16782747,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,46,4.86623526,241.08729553,   4.09239769    2.26030874 ,1.77269232,1.87903857,1.66028214,0.57752639,-0.06895898,0.09094174,-0.30995449,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,51,4.51531649,241.54373169,   3.82822323    2.07477403 ,1.57772183,1.81470776,1.25933802,0.39173719,-0.03962553,0.07133945,-0.21026966,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,8,56,4.85876179,236.69772339,   3.71060300    2.43762112 ,1.78634953,1.77004528,4.20003891,0.55011439,-0.07324466,-0.07129007,-0.31741324,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,1,4.29634237,252.61914063,   3.95446825    1.23780477 ,1.60858154,1.09267235,1.30918682,0.44982317,0.20893939,-0.03740245,-0.25134623,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,6,4.98667908,246.13691711,   4.36786222    1.93220484 ,1.71766615,2.14118552,1.87131679,0.56236315,-0.18469943,-0.05409708,-0.33928049,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,11,4.16880608,240.91833496,   3.49379992    1.94315946 ,1.83749568,1.30106509,1.9427737,0.55327833,0.36972868,-0.15259106,-0.16569819,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,16,3.98129654,245.39660645,   3.52230287    1.61288834 ,1.48550165,1.02971566,1.07224727,0.29077962,0.30318722,-0.0798904,-0.15500624,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,21,4.09765434,223.3165741,   2.74903369    2.91551328 ,0.96730524,1.01230693,1.58180511,0.45183456,0.58915591,0.09577565,-0.21477105,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,26,4.75576115,240.31752014,   3.92264104    2.23584580 ,1.4327215,2.32285666,1.74090242,0.67768878,-0.32600266,0.30767408,-0.43832833,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,31,4.55742741,228.34887695,   3.25277090    2.89313865 ,1.35690546,1.57154858,2.09483933,0.71146041,0.05461765,0.07561007,-0.36362603,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,37,5.27228546,235.9777832,   4.22019958    2.84894156 ,1.54281318,2.27551579,2.16403913,0.56077957,0.50656456,-0.06118009,-0.38725856,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,42,6.37969637,227.64053345,   4.42274475    4.03278732 ,1.71409714,3.43223619,5.13007402,0.95393771,-0.71305704,0.14833744,-0.91044414,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,47,4.53201485,226.60565186,   3.15746117    2.98527336 ,1.61888874,1.50203407,2.11257529,0.8060115,0.22407432,-0.13639618,-0.3332541,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,52,5.37343884,247.20587158,   4.79381847    2.01455760 ,2.01012969,1.79744947,2.05883217,0.58891791,0.32392585,-0.20503125,-0.27042344,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,9,57,5.55726433,261.4100647,   5.35313416    0.80862379 ,1.99969292,1.81255996,1.37081957,0.54228634,-0.36111939,0.21332262,-0.30087602,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,2,5.07037973,237.06983948,   4.08052683    2.64285898 ,1.68550837,1.65233135,2.27959514,0.63576221,-0.01188944,-0.0733998,-0.64425051,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,7,5.65114021,217.04498291,   3.33308244    4.41593313 ,1.17193842,1.38884902,1.74010658,0.64931506,0.27361542,-0.02501147,-0.37537912,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,12,5.07461691,228.33708191,   3.63004279    3.23003769 ,1.52511144,1.99615586,2.26404858,0.66313046,-0.04650999,-0.09260146,-0.45612675,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,17,4.68636084,235.72946167,   3.74224949    2.54997134 ,1.49621141,1.46533239,1.52152419,0.58847326,0.10150263,-0.10426286,-0.24977319,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,22,3.76925063,239.87867737,   3.14039326    1.82198393 ,1.3444165,1.44836831,1.09879875,0.32055166,0.23880358,-0.07126145,-0.16713458,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,27,3.38219571,237.47149658,   2.76887774    1.76590657 ,1.22654629,0.8319661,0.69502002,0.23895796,0.16723861,-0.12287711,-0.04201342,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,32,3.83816671,239.38346863,   3.11379027    1.84270358 ,1.12747443,1.29587376,1.09890294,0.36299545,-0.53348041,0.06963795,-0.29314482,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,37,3.3346591,232.38395691,   2.53319478    1.95195234 ,1.04818809,0.69095379,1.03940308,0.30129597,0.04737571,-0.02825104,-0.17556927,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,42,4.1626749,242.71615601,   3.53038788    1.82090878 ,1.24407876,1.22784555,1.37790275,0.39614657,-0.21770813,0.13842689,-0.31901479,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,47,4.40568161,249.17687988,   4.04965353    1.54018879 ,1.49585342,0.61863142,0.87878168,0.31949121,0.30800453,-0.10490467,-0.15441421,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,52,4.80262995,254.57330322,   4.55641699    1.25733113 ,1.5634222,1.42590177,0.54827535,0.46218517,-0.22928734,0.35973126,-0.18187821,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,10,57,4.06502056,253.72406006,   3.70908999    1.08292365 ,1.52082479,0.95661652,1.33329177,0.40685797,-0.44064644,0.16311605,-0.3303667,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,2,5.2990284,260.40298462,   5.11903000    0.86554468 ,2.0479207,1.77765846,1.20945024,0.52827191,0.31005841,0.15679677,-0.08919819,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,7,5.33219099,261.40246582,   5.16169310    0.78040415 ,1.99555099,1.47495425,1.00579095,0.57052648,-0.28755343,0.06006061,-0.09637652,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,12,5.40793848,250.24806213,   4.80073118    1.72382200 ,1.75431871,3.01359391,2.27014065,0.48621014,-1.16126382,0.15013689,-0.38786522,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,17,4.36877251,259.87115479,   4.18547106    0.74771959 ,1.67804384,0.71982074,0.90853769,0.31641796,-0.16456671,-0.0456732,-0.14284256,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,22,4.6500001,252.18789673,   4.31865883    1.38757622 ,1.6062789,1.38072062,1.10482621,0.56320643,0.22941519,0.30669633,-0.03797844,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,27,5.39303923,239.30751038,   4.55020809    2.70090938 ,1.65587974,2.39858174,0.87423611,0.51110923,0.33707267,0.126449,-0.08342756,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,32,4.2870121,240.32756042,   3.60040832    2.05134225 ,1.55246651,1.56677961,0.95165753,0.53543901,-0.07519802,0.13943432,-0.16743711,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,37,5.25284815,233.91383362,   4.12183857    3.00417328 ,1.47772455,1.13346577,1.71745455,0.41863966,0.03371072,-0.15909697,-0.30023125,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,42,4.81998253,258.38253784,   4.67598724    0.96132714 ,1.43416202,1.40945494,0.43539938,0.26693755,0.12362625,0.17547263,-0.01795503,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,47,3.86871266,253.01599121,   3.61271095    1.10341430 ,1.45549583,0.65755862,0.69890976,0.22804493,0.0470473,-0.10423747,-0.1070737,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,52,4.37336016,252.19224548,   4.07798529    1.30990708 ,1.58083892,0.71983063,0.83733958,0.26618627,0.04715596,0.00812536,-0.1261851,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,11,57,4.15492678,268.09121704,   4.09048700    0.13632415 ,1.44644225,1.19294786,0.48399004,0.18045869,0.1799401,0.04315668,0.06395844,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,2,3.35494232,273.31860352,   3.26661468   -0.18941516 ,1.25105858,0.68007034,0.48830783,0.1816714,-0.08209568,0.02868099,0.04938899,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,7,3.61367297,274.65411377,   3.53418255   -0.28771427 ,1.45037699,1.47079468,0.44631216,0.29096493,0.03277929,0.2282249,0.09157857,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,12,3.44425702,256.34759521,   3.26794744    0.79376471 ,1.23499441,0.40150213,0.57556152,0.22086637,-0.00455373,-0.02922218,-0.00378609,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,17,3.75180602,251.00857544,   3.41518140    1.17536962 ,1.53888118,1.24510491,1.08378386,0.31069079,-0.01830794,-0.05466126,-0.14576468,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,22,4.3139348,234.32072449,   3.40780544    2.44688773 ,1.29006672,1.40891838,0.99037045,0.463855,0.17866026,-0.04397758,-0.17027086,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,27,5.50737858,239.15744019,   4.54892492    2.71628475 ,1.60224164,1.43932843,1.9334712,0.6483326,-0.54498851,0.15390679,-0.3546533,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,32,4.90654087,241.2197113,   4.15205336    2.28075004 ,1.86176717,1.34275961,1.81323624,0.55935186,0.3128432,-0.1181787,-0.36673513,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,37,4.38523293,253.82511902,   4.05326748    1.17565644 ,1.73418295,1.16919136,1.64431381,0.41901585,0.12574203,0.11683167,-0.0166582,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,42,5.90204668,250.31204224,   5.37047577    1.92163575 ,2.0572052,1.95006919,2.47630024,0.64687771,0.11326137,0.15470098,-0.14049299,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,47,6.82679749,243.8477478,   5.92848825    2.91104412 ,2.28524232,2.95021749,3.78269911,0.81473124,1.07660162,0.10081557,-0.08927351,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,52,6.68099499,246.66581726,   5.97361231    2.57687068 ,2.20880723,3.2214489,2.82295132,1.14739501,0.66834223,0.63858837,-0.136227,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,10,12,57,5.82565022,243.00550842,   4.95470953    2.52395129 ,2.10329723,2.3707602,2.76493454,1.02259564,-0.36072674,0.01625319,-0.34906977,,,,,,,,,,,,,
