Latitude (deg) , Longitude(deg)  UTM (East) ,, UTM (North) ,, Day ,,, Hour ,, Minute , Wind (m/s) , Wind (deg) , u(m/s) ,, v(m/s) ,, w(m/s) ,," u""(m/s) ",," v""(m/s) ",," w""(m/s) ",, uv(m/s) ,, uw(m/s) ,, vw(m/s) 
39.703129,-7.748782,32960.86,3942.3,9,3,10,0.76772326,194.83927917,   0.19325864    0.72942954 ,0.0945733,0.01670836,0.03441275,0.01141541,-0.00497639,-0.00031972,-0.00093608,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,15,0.80811602,179.92477417,  -0.00104494    0.79593265 ,-0.00762836,0.01870359,0.06590191,0.00681116,0.00799638,-0.00067705,-0.00028824,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,20,1.02853823,192.26580811,   0.21717602    0.99892241 ,0.02828991,0.01760398,0.04563316,0.01298729,0.01401065,-0.0027642,-0.01473624,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,25,1.09347534,173.65087891,  -0.11794324    1.05998373 ,-0.08775198,0.0535957,0.05279855,0.02049366,0.00809954,-0.00854863,-0.01261567,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,30,0.86338735,154.37400818,  -0.36910170    0.76947880 ,-0.14894879,0.0167684,0.01967464,0.00625458,0.00252509,0.00060061,-0.00470462,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,35,1.09989846,133.93804932,  -0.76631123    0.73841840 ,-0.20777009,0.08713207,0.04044886,0.01427939,0.01273576,0.00919304,0.00097691,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,40,1.87918115,148.21810913,  -0.97343391    1.57109666 ,-0.24222751,0.09521728,0.13382336,0.06247504,0.00235258,0.01288372,-0.03231635,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,45,1.86690426,157.98516846,  -0.68993413    1.70637524 ,-0.18416302,0.08458196,0.11908149,0.0428551,0.00434767,-0.00726285,-0.02939253,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,50,1.41526389,173.58392334,  -0.15515657    1.37975860 ,-0.09610185,0.07271265,0.04914876,0.03180686,0.00031895,0.01197358,-0.01130034,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,3,55,1.29109561,156.73197937,  -0.50118870    1.16553712 ,-0.24508066,0.05536551,0.04562889,0.02443627,0.00060473,0.01160597,-0.00379779,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,0,1.80272019,177.84126282,  -0.06493317    1.72260225 ,0.04996825,0.27532506,0.27156332,0.06518882,0.08457172,0.0054551,-0.03937463,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,5,1.21637094,187.47406006,   0.15550362    1.18531406 ,0.09614962,0.0447429,0.11732399,0.0223036,-0.0040579,-0.00827576,-0.01740509,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,10,1.55932403,171.69804382,  -0.22246274    1.52456105 ,-0.19280635,0.05315047,0.06888032,0.03165683,0.01867235,0.00147116,-0.00644959,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,15,1.33932114,153.58177185,  -0.58779985    1.18316984 ,-0.21445322,0.04008582,0.04227119,0.01508829,0.00837465,-0.00231103,-0.00336729,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,20,1.32639396,153.95016479,  -0.57547021    1.17728865 ,-0.16732939,0.03924455,0.05406434,0.01854459,-0.00090409,-0.00526166,-0.00795031,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,25,1.33825457,198.38743591,   0.26192564    0.78795445 ,0.10562179,0.67176872,0.52792722,0.096975,-0.44886994,0.07398288,-0.00984827,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,30,0.86612791,353.39480591,   0.09497400   -0.82018399 ,-0.03723535,0.07410291,0.09361637,0.10049819,-0.01292267,0.01348831,-0.02260079,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,35,0.99211472,97.73136139,  -0.61699438    0.08376484 ,-0.30991361,0.20530172,0.53719985,0.09321536,-0.16707274,0.01147367,-0.05412589,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,40,1.70050979,165.50767517,  -0.39875832    1.54273713 ,-0.06304037,0.33766618,0.28429148,0.14875875,-0.01615434,0.05716247,-0.02895763,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,45,1.47572625,310.7175293,   0.82458019   -0.70968956 ,0.17901543,0.15781938,0.97892731,0.07798861,0.06183106,0.02069109,0.05692418,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,51,1.2975049,278.50482178,   0.91547728   -0.13689767 ,0.33653417,0.28766611,1.02319169,0.14112477,0.11342417,0.02249145,0.05751931,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,4,56,1.10981643,207.55215454,   0.42422315    0.81311709 ,0.15477054,0.43231636,0.26351613,0.14835183,0.17308177,-0.00706174,-0.01812538,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,1,1.43093216,200.02850342,   0.46460524    1.27451909 ,0.13466643,0.18444611,0.15933947,0.07077511,-0.0298155,-0.02087693,-0.01004366,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,6,1.40818226,200.61529541,   0.47938025    1.27433765 ,-0.10019706,0.15981951,0.0766265,0.05994497,0.01035343,-0.03409071,0.024313,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,11,0.85491687,160.8293457,  -0.27070066    0.77863014 ,-0.13093303,0.04733295,0.03403421,0.01902789,0.01001906,-0.01106493,0.00528403,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,16,0.93691725,167.53933716,  -0.19957252    0.90314764 ,-0.08561889,0.0220906,0.03034606,0.01460236,-0.00072414,-0.0057173,0.00094813,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,21,1.32761765,164.00552368,  -0.35740229    1.24686420 ,-0.17134631,0.08773527,0.05321233,0.02099079,-0.01378554,0.00979161,-0.00322436,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,26,1.86267972,170.21858215,  -0.30847877    1.78936172 ,-0.12635069,0.14761579,0.23649815,0.07143926,0.05599193,-0.00598038,-0.028897,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,31,2.02586389,162.22055054,  -0.60606831    1.89001071 ,-0.21752471,0.15141197,0.15612625,0.08727598,0.01083229,-0.01269125,-0.00852386,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,36,2.02181458,166.48187256,  -0.46406934    1.93029726 ,-0.19556749,0.1271044,0.23280261,0.08549865,0.00796397,-0.01389876,-0.05657863,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,41,1.98856521,165.43711853,  -0.48712963    1.87509835 ,-0.11072306,0.16220695,0.27568752,0.086187,0.03825253,0.02584497,-0.02289296,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,46,1.92099249,159.49575806,  -0.65864187    1.76121986 ,-0.14913887,0.14861836,0.21476272,0.09720828,-0.00963475,0.00138898,-0.05121102,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,51,2.03058958,163.21412659,  -0.57935941    1.92064166 ,-0.17385404,0.08499341,0.09403785,0.04496922,0.02009271,-0.00600949,-0.00309941,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,5,56,2.23285317,167.55531311,  -0.47424713    2.14900684 ,-0.17273675,0.11586467,0.19583286,0.09233212,0.04115137,-0.01609238,-0.04690845,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,1,1.89639318,179.84611511,  -0.00483117    1.79881823 ,-0.03666659,0.40121034,0.19653228,0.10374752,-0.014494,0.02886901,-0.00492955,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,6,1.56489992,180.08843994,   0.00231986    1.50295615 ,0.00183901,0.1935451,0.20244668,0.07731871,0.08203794,0.01879879,-0.02344733,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,11,1.623191,190.3651886,   0.28605840    1.56396151 ,0.12580995,0.10265257,0.26722759,0.06489969,0.00610295,0.01237001,-0.06647053,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,16,2.03428555,174.29066467,  -0.19909032    1.99134684 ,-0.14503936,0.12460832,0.24834611,0.11210337,0.00280404,0.02062908,-0.05918323,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,21,2.75636911,183.262146,   0.15007482    2.63304424 ,-0.07732264,0.50601381,0.92605621,0.15589353,0.3324078,-0.00008006,-0.15981697,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,26,2.05603099,194.37280273,   0.48397520    1.88868010 ,-0.04109679,0.47396082,0.51328802,0.34738681,0.09871265,-0.12602565,-0.12159628,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,31,1.91739702,197.4670105,   0.55686969    1.76971722 ,0.10308548,0.29064086,0.30159083,0.12644725,0.05660358,0.03952457,-0.02134711,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,36,2.7999208,200.29096985,   0.93848485    2.53828311 ,0.18106139,0.58532023,1.11374855,0.21495277,0.20732577,-0.11337765,-0.20075712,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,41,3.07476211,198.12376404,   0.92767715    2.83425045 ,0.10469868,0.53228313,0.46726346,0.16930841,0.07142132,-0.06996433,-0.10733431,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,46,2.55265427,186.56221008,   0.28778461    2.50169778 ,0.00981745,0.17259163,0.18806627,0.09824003,-0.0035629,-0.02890072,-0.03929471,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,51,2.58325696,205.80931091,   1.06980824    2.21208787 ,0.18606696,0.52739328,0.7127791,0.19775328,0.01273517,0.01545522,-0.17997448,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,6,56,2.1469934,212.04350281,   1.10113108    1.75920427 ,0.26258859,0.38872564,0.185709,0.10520836,0.00200283,0.03068767,-0.04625674,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,1,2.19913292,212.0218811,   1.05802977    1.69176352 ,0.35925993,0.72637576,0.69321048,0.24317522,-0.05484438,-0.04147357,-0.16703933,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,6,2.23874569,214.05169678,   1.18292356    1.75034761 ,0.22668369,0.73813903,0.76444799,0.17423418,0.30752969,-0.12682538,-0.12686396,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,11,1.95847654,227.75634766,   1.34917808    1.22523427 ,0.42845869,0.66944361,0.27438879,0.14326803,-0.03397733,0.02961529,-0.09406868,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,16,1.72275758,223.11592102,   1.07026446    1.14307308 ,0.35178554,0.54269189,0.23814721,0.12343459,-0.13885088,0.02137668,-0.06538854,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,21,2.56322098,214.85990906,   1.37185287    1.96943974 ,0.2332622,1.2892642,0.24846761,0.18936776,0.10881215,0.12501784,-0.03770572,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,26,3.03961849,180.4503479,   0.02343475    2.98140168 ,-0.07361709,0.33855268,0.61551434,0.16976371,-0.15852363,0.01673534,-0.16278201,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,31,3.03780627,181.29571533,   0.06739967    2.97985005 ,-0.04887125,0.32148707,0.5201053,0.18611054,0.03522452,-0.03751193,-0.10819435,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,36,2.82955337,181.80128479,   0.08700941    2.76671362 ,0.07448019,0.34587035,0.52713889,0.22398794,-0.05553475,-0.01453534,-0.11094069,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,41,3.17613387,196.72503662,   0.89721859    2.98584414 ,0.15646425,0.4298268,0.38727629,0.16229126,0.15134723,-0.02661338,-0.0668464,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,46,2.31259274,203.28656006,   0.86765712    2.01597881 ,0.25863719,0.30164111,1.08441031,0.1650836,-0.06692978,-0.06609515,-0.16956222,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,51,3.48327494,194.39926147,   0.84370339    3.28618526 ,0.02768578,0.62408721,0.41638952,0.29308012,0.02166039,0.01555551,-0.12281959,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,7,56,3.68754959,183.79360962,   0.23412932    3.53093624 ,0.02993818,0.94605726,0.90535939,0.31910506,-0.14438838,0.08819259,-0.22149782,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,1,2.77939415,199.0209198,   0.86355817    2.50498271 ,0.26283628,0.67945039,0.96518242,0.31910658,0.06951185,-0.08168375,-0.15875795,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,6,3.95534539,205.99914551,   1.70230997    3.49038434 ,0.16165431,0.42102987,1.09759164,0.25832289,0.03288193,0.01419038,-0.2201668,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,11,3.49239039,203.31034851,   1.32769692    3.08134460 ,0.24501561,1.14099956,1.26569104,0.24056144,0.52507979,-0.17962369,-0.18099636,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,16,4.00106573,206.72102356,   1.69879460    3.37459159 ,0.15995783,1.0017823,1.90345383,0.51485568,-0.45145801,0.08415563,-0.538692,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,21,3.59940934,212.85414124,   1.77105641    2.74244642 ,0.36032513,1.2644819,1.91453612,0.4596574,-0.71216869,0.15561613,-0.53985631,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,26,3.44176435,223.85609436,   2.25128126    2.34301805 ,0.64165664,0.93660593,1.55578244,0.38977084,0.02851226,-0.06385906,-0.45691648,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,31,4.26561499,201.63531494,   1.49105370    3.75919938 ,0.18716721,1.47099543,1.65542555,0.6074475,-0.20868075,0.11981326,-0.40894768,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,36,4.61500168,187.92611694,   0.62048858    4.45669603 ,0.08091204,0.85497552,1.40237975,0.53229743,-0.17823431,0.02870541,-0.26269212,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,41,3.67432141,199.66600037,   1.17233741    3.28034449 ,0.28877616,1.16612375,1.70529044,0.59890991,-0.00802776,0.12671661,-0.4132286,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,46,5.12485409,194.77259827,   1.26986384    4.81556702 ,0.13195647,1.6392827,0.8625018,0.45937052,0.3695218,-0.16194673,-0.16488713,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,51,3.95453215,192.58255005,   0.84255844    3.77479029 ,0.27623466,0.50336826,1.69214559,0.56841022,-0.13588384,0.02069133,-0.48414576,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,8,56,3.80690289,201.09820557,   1.34164953    3.47729015 ,0.05740373,0.4899506,0.90000147,0.35546786,-0.01192481,0.02834277,-0.12240586,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,1,4.94856882,188.21496582,   0.69025332    4.78117752 ,0.07712318,1.02916515,1.49527133,0.66190219,-0.25721687,0.0269557,-0.33095172,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,6,4.35020685,194.64172363,   1.07960904    4.13234425 ,0.25292769,0.67716134,0.88633776,0.55781358,0.08591267,-0.13877429,-0.28466299,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,11,4.20949888,196.12432861,   1.14931369    3.97555494 ,-0.01226798,0.70060813,0.78963488,0.33831382,0.21431135,-0.00560137,-0.10080335,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,16,4.84123373,206.68269348,   2.10747409    4.19339991 ,0.41932014,0.8219859,3.01583147,0.74098897,0.15086114,-0.21588384,-0.60519505,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,21,4.86368036,201.50167847,   1.71072578    4.34255791 ,0.39740652,1.65844405,3.64289141,0.807392,0.34113413,-0.18663228,-0.88557345,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,26,5.83030462,201.72129822,   2.11547613    5.31021214 ,0.19055891,1.0854075,1.92482841,0.6422559,-0.08963355,-0.05842287,-0.52303737,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,31,3.59710288,217.69703674,   2.05199456    2.65525436 ,0.73298615,2.16191864,1.9882673,0.55377859,0.33743635,-0.12171476,-0.35087854,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,37,4.06392384,212.85375977,   2.09217095    3.23973393 ,0.67099875,1.56229961,1.81930935,0.56026548,-0.02963431,-0.06736816,-0.46820599,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,42,4.9051218,216.51333618,   2.80585766    3.79005265 ,0.32746437,2.32708812,2.04890823,0.77333647,0.63828039,-0.42209971,-0.58061868,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,47,4.38217449,213.00469971,   2.27116013    3.49665117 ,0.3440648,1.79420805,1.62004471,0.63159794,0.06114466,-0.12545371,-0.41733027,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,52,4.05797482,218.69335938,   2.38114095    2.97285557 ,0.29437697,1.66898024,1.18920052,0.72725785,-0.61563766,0.42427856,-0.5261879,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,9,57,4.12787294,214.68951416,   2.22825265    3.21926427 ,0.43117148,1.58851838,1.41880786,0.52433211,-0.08739507,-0.09310797,-0.10762316,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,2,4.26292658,208.71401978,   1.87902641    3.43011951 ,0.36275265,1.79523587,2.86318755,0.83904672,-1.18819416,0.49693561,-0.82481295,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,7,4.32746077,211.74232483,   2.15257072    3.47955823 ,0.54032069,2.55092669,2.13172174,0.59010524,0.63447446,-0.19255047,-0.48181257,,,,,,,,,,,,,
