Latitude (deg) , Longitude(deg)  UTM (East) ,, UTM (North) ,, Day ,,, Hour ,, Minute , Wind (m/s) , Wind (deg) , u(m/s) ,, v(m/s) ,, w(m/s) ,," u""(m/s) ",," v""(m/s) ",," w""(m/s) ",, uv(m/s) ,, uw(m/s) ,, vw(m/s) 
39.703129,-7.748782,32960.86,3942.3,9,10,12,3.65471959,218.50811768,   2.16849518    2.72537923 ,0.51621932,1.43868196,1.90886128,0.60726768,0.55363762,-0.31960124,-0.58526683,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,17,4.09281063,184.63362122,   0.31856567    3.93054318 ,0.19399561,1.02293468,2.2185936,0.81976485,0.04645137,-0.07553871,-0.59264147,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,22,4.66948128,194.4617157,   1.13049781    4.38339329 ,0.45498911,1.3205837,2.08972955,0.5975858,0.45136851,-0.20527314,-0.50355619,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,27,4.77016401,184.4188385,   0.35918969    4.64811277 ,-0.11720517,0.9226768,1.0348047,0.37024409,-0.13755824,-0.07694922,-0.18079986,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,32,3.86953378,228.46734619,   2.81124711    2.49003935 ,0.480122,1.30965364,0.83125538,0.28679821,0.26213503,0.04245203,-0.09353048,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,37,4.20280504,214.03089905,   2.26990151    3.36135578 ,0.2084008,0.62803465,1.97998917,0.43563005,-0.03194926,-0.07804135,-0.38085634,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,42,3.08859992,208.22395325,   1.41893911    2.64365530 ,0.40211296,0.64072102,0.66545618,0.23102762,0.1740927,-0.10351567,-0.20284292,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,47,3.07878971,193.63633728,   0.70323592    2.89878511 ,0.13892834,0.77126014,0.99909794,0.27506578,0.47680452,-0.09168811,-0.26158139,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,52,3.39720893,202.19599915,   1.20170569    2.94527769 ,0.17605267,1.61344457,0.81398773,0.32828507,0.22917873,-0.05531246,-0.18716352,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,10,57,3.7758863,191.56251526,   0.73314685    3.58351469 ,-0.03448042,0.79586709,0.79086059,0.36258307,0.00713989,-0.01681975,-0.15794475,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,2,2.23387027,203.50483704,   0.83367813    1.91688550 ,0.32539919,0.60033983,0.70467496,0.40300485,0.0194932,-0.13671736,-0.14081699,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,7,3.4925406,210.28453064,   1.68349302    2.88274026 ,0.11142893,1.70654988,0.70484728,0.44760591,0.43797508,-0.13646534,-0.04814525,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,12,4.31691599,212.0710144,   2.22452879    3.55019188 ,0.47326714,1.49904621,1.30753303,0.43680379,0.47613338,-0.08656976,-0.37947005,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,17,4.30136824,211.8072052,   2.19293904    3.53585672 ,0.17852874,1.24383247,1.04844463,0.36878023,0.04739507,-0.04934881,-0.15466009,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,22,2.05966282,201.30897522,   0.72457111    1.85756850 ,0.1468602,0.39470407,0.30079851,0.09818571,0.18029565,0.01065817,-0.00512466,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,27,2.08421016,188.55883789,   0.29803172    1.98026478 ,0.04838197,0.37522802,0.22806995,0.10948014,0.11439154,-0.05688078,-0.05816406,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,32,2.28593898,178.4306488,  -0.06046099    2.20682454 ,-0.06020532,0.32800883,0.30665916,0.11039238,0.06661045,-0.01379149,-0.03363786,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,37,1.82939243,174.35049438,  -0.17299400    1.74877071 ,-0.08983634,0.22219111,0.22030924,0.13111132,0.08275447,-0.01777642,-0.02267649,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,42,1.81700861,168.19355774,  -0.35947162    1.71972728 ,-0.17130634,0.15332095,0.21493277,0.06894506,0.10297305,-0.02870297,-0.0240919,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,47,1.43874216,162.05178833,  -0.42471588    1.31117201 ,-0.0791067,0.11674292,0.19200043,0.07354653,0.06235668,-0.00539726,-0.02315583,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,52,1.30387557,168.07218933,  -0.26170030    1.23887599 ,-0.12724052,0.085907,0.1098951,0.05931482,0.02148563,-0.0113168,0.00515596,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,11,57,1.57098925,151.24838257,  -0.72471601    1.32089412 ,-0.22365475,0.17635901,0.12854327,0.07790453,0.04135205,-0.00556056,-0.02885545,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,2,1.33148837,162.35093689,  -0.36245430    1.13921499 ,-0.02138149,0.2676211,0.23279049,0.0995858,0.08738871,-0.01447121,-0.02639294,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,7,2.22683764,183.34773254,   0.12273124    2.09813356 ,-0.05647668,0.66426891,1.55768645,0.14005597,0.3435708,-0.02404269,-0.06297752,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,12,1.76077914,209.1958313,   0.81509310    1.45868695 ,0.19736215,0.29337069,0.44260541,0.09154604,0.14208087,-0.00634131,-0.07726305,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,17,1.41878653,211.45454407,   0.71659070    1.17145491 ,0.09560537,0.09579533,0.16122226,0.09212501,-0.02235998,-0.01611446,0.00599908,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,22,2.14800382,224.78466797,   1.38456023    1.39500690 ,0.30783254,0.48055777,1.03135312,0.17186555,0.10580242,-0.06496758,-0.06732456,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,27,2.259238,246.2613678,   2.00582123    0.88210726 ,0.20056173,0.26166159,0.34068221,0.10311721,0.03564865,-0.05225103,-0.00702228,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,32,2.25449419,239.91220093,   1.87843621    1.08835697 ,0.33003458,0.33781883,0.43897119,0.10371063,0.06004279,-0.05557738,-0.02713391,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,37,2.37055683,253.14260864,   2.17786741    0.65991813 ,0.18386301,0.74894708,0.42574427,0.22953959,0.02215196,-0.12645592,-0.01978668,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,42,2.65426731,233.29927063,   2.01937675    1.50523746 ,0.41828528,0.85685337,1.04518104,0.31150833,0.3340072,-0.10805896,-0.24150796,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,47,3.40856385,219.74887085,   2.11194134    2.53943563 ,0.37976822,0.89862514,0.57561785,0.15841487,0.06070849,0.01651453,-0.11707252,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,52,2.25317836,225.04966736,   1.49122012    1.48863673 ,0.0904436,0.64804983,0.37667608,0.23703849,-0.0692332,-0.06527273,-0.06933071,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,12,57,1.99004626,179.9259491,  -0.00255155    1.97427523 ,-0.1800983,0.06341001,0.03037998,0.01924158,-0.00913322,-0.00090776,0.00688903,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,2,2.29060507,186.13008118,   0.23668891    2.20380378 ,0.26793531,0.29723108,0.17287637,0.1640988,-0.07294229,-0.08801344,-0.02916723,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,7,0.37298653,164.29457092,  -0.04688296    0.16673076 ,0.02293207,0.03230585,0.13559222,0.18309802,-0.05916417,-0.03935684,0.03329624,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,12,0.45010495,66.77323151,  -0.36967504   -0.15864742 ,-0.17155661,0.03817265,0.04968851,0.01602833,-0.01617999,0.01247825,-0.02004525,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,17,1.03388143,68.38690948,  -0.94191092   -0.37317783 ,-0.38406244,0.00844986,0.04174567,0.01607449,-0.00634481,0.0048436,0.01051419,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,22,1.22036135,52.62262344,  -0.88643658   -0.67717743 ,-0.19565439,0.06018205,0.25027764,0.12853554,-0.05621672,0.01295861,-0.03623717,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,27,1.15892339,19.99349403,  -0.34246439   -0.94124573 ,-0.2571733,0.43996087,0.17018086,0.08439809,0.06352799,0.10930856,0.01530412,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,32,1.19649935,44.18876266,  -0.80259615   -0.82565165 ,-0.20910087,0.16106537,0.12504037,0.06133093,0.05391824,-0.02750148,-0.02781198,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,37,1.53865314,82.37125397,  -1.46584809   -0.19633445 ,-0.38839155,0.12118631,0.14229332,0.05818731,-0.0473689,0.0212751,-0.02434619,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,42,1.26059139,120.20511627,  -1.04833746    0.61027235 ,-0.16147539,0.08859445,0.08223442,0.02469707,0.03162877,-0.00006759,-0.00732019,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,47,1.24930167,128.58132935,  -0.95093608    0.75861496 ,-0.29674512,0.1848211,0.18959345,0.04573752,-0.12996732,0.00056274,-0.00057412,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,52,1.55900085,133.35740662,  -1.08114028    1.02086246 ,-0.41437295,0.14541806,0.15177904,0.04804997,0.0567286,0.02400161,-0.02751968,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,13,57,2.29914975,129.30754089,  -1.75680065    1.43831086 ,-0.50270092,0.2782512,0.42957076,0.12450069,-0.25824055,0.09733963,-0.12415581,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,2,2.23351836,143.86471558,  -1.21677482    1.66645777 ,0.04994689,0.59102458,0.84138638,0.68025655,-0.12436745,0.30733049,-0.51404589,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,7,2.39984179,184.3795929,   0.17704910    2.31172538 ,-0.35984856,0.38061637,0.41463411,0.23188297,0.00411941,-0.02622318,-0.12584019,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,12,2.48703432,189.91751099,   0.40658975    2.32545686 ,-0.39689848,0.56909525,0.37314633,0.21334369,-0.17337447,0.04765382,-0.16818534,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,17,1.55004692,188.52610779,   0.21550617    1.43750310 ,-0.00335816,0.23576111,0.17067489,0.06927527,-0.06726539,0.01861488,-0.02793271,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,22,1.96215451,182.88163757,   0.09354375    1.85836434 ,0.04142156,0.35654798,0.71673012,0.15535372,0.07726773,-0.00961989,-0.13973588,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,28,2.71616697,199.65560913,   0.90362126    2.52989173 ,0.01324965,0.18822691,0.37931445,0.16104166,0.08817288,-0.05144306,-0.09320688,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,33,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,38,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,43,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,48,3.41091776,219.22596741,   2.05597806    2.51854658 ,0.56168598,0.77784926,1.51522899,0.75948548,0.07864404,-0.19564164,-0.50762075,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,53,3.75293922,212.23330688,   1.90464830    3.02063513 ,0.08365247,0.6208992,1.6709305,0.3720195,-0.25938043,-0.23033765,0.22351761,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,14,58,3.74113083,215.66629028,   2.05013180    2.85660505 ,0.02106828,2.1871829,1.38637841,0.48160371,0.58245647,-0.24044076,-0.36469451,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,3,3.86955094,224.88793945,   2.62922597    2.63953042 ,0.33881092,1.1480577,1.33996654,0.6016947,0.17743964,-0.292276,-0.26612043,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,8,4.20924616,243.06028748,   3.59333467    1.82613492 ,0.55293924,2.00740242,1.49798536,0.55361372,0.28703788,-0.36589304,-0.063646,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,13,2.52022409,236.37414551,   1.70373416    1.13306653 ,0.40999466,1.35718906,1.47148657,0.39433593,-0.62684494,-0.0775406,-0.22569653,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,18,3.41996479,246.504776,   2.82616830    1.22857261 ,0.27028435,3.41032624,1.35151219,0.8002001,0.2228792,-0.68433297,-0.0583746,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,23,2.41361976,258.18960571,   2.17378449    0.45453924 ,0.37122381,0.9223029,0.69062936,0.36882347,-0.1785558,-0.07026684,-0.04115271,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,28,2.94635844,247.65737915,   2.54393792    1.04555607 ,0.39708257,1.14315736,0.76575983,0.4254019,-0.22592285,-0.12807219,-0.06941351,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,33,2.97094607,220.09251404,   1.80390036    2.14276910 ,0.26347578,0.73723179,1.65631723,0.38623077,0.20645544,-0.1085259,-0.13567579,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,38,3.03653049,254.30796814,   2.74560738    0.77134341 ,0.50470471,1.14625311,1.06702006,0.47176087,-0.06344947,-0.20611714,-0.22008693,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,43,3.39158177,230.59855652,   2.45210838    2.01428819 ,0.3654733,1.95327067,2.5013392,0.64223719,1.34333146,-0.32569787,-0.39963129,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,48,1.87269473,255.90339661,   1.57604682    0.39577618 ,0.30292016,0.67531645,0.61611247,0.42487043,-0.22769664,0.05354366,-0.08835562,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,53,2.59553623,259.93164063,   2.47596741    0.43962643 ,0.37378207,1.01179755,0.42694724,0.20665923,0.17347841,0.0742882,0.02442682,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,15,58,1.19483054,297.57748413,   0.94728076   -0.49475259 ,0.06029053,0.26407593,0.24084058,0.1911318,-0.01423559,0.02043594,-0.00527451,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,3,1.83108628,283.50036621,   1.71928990   -0.41277614 ,0.1113817,0.67454648,0.25107107,0.18059227,-0.1613352,-0.11244625,0.00330539,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,8,2.1786654,283.47079468,   2.00170064   -0.47948697 ,0.27853465,0.4773052,0.44227237,0.35516402,0.0904944,-0.08605533,-0.0106867,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,13,2.03601933,283.33538818,   1.82405269   -0.43237725 ,0.22746809,0.74283332,0.42027235,0.20637728,0.12895831,0.10107981,-0.00462823,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,18,1.27862728,239.07443237,   0.77092093    0.46185389 ,0.20351073,0.52466935,0.66694242,0.11296862,0.28222954,-0.08603002,-0.08409167,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,23,1.27143705,254.97270203,   1.05676138    0.28369811 ,0.28753629,1.04933918,0.18951024,0.1193841,0.03351811,0.03377875,0.01900417,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,28,1.84346688,251.65786743,   1.70823765    0.56633925 ,0.3389003,0.15542729,0.12264024,0.05195941,-0.06274461,-0.04083078,-0.02024468,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,33,1.84599268,209.77116394,   0.87332147    1.52668655 ,0.15100296,0.25733197,0.28296196,0.09055321,-0.00800525,-0.03630137,-0.03309873,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,38,1.95111895,206.18386841,   0.82141483    1.67052269 ,0.09999435,0.31212631,0.744937,0.16111679,0.14627464,-0.03000273,-0.06107575,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,43,1.6190691,220.04386902,   0.92846209    1.10477936 ,0.09495813,0.49914297,0.42439929,0.11493093,0.04772743,-0.09855833,-0.10772062,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,48,1.64024317,259.77609253,   1.54218984    0.27814797 ,0.24700275,0.35984167,0.27262393,0.16358343,0.0982028,-0.09185631,-0.07799386,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,53,2.01958942,232.5526886,   1.46791673    1.12422860 ,0.28053063,0.48927268,0.50812835,0.09730675,-0.09713215,-0.00741628,-0.0383003,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,16,58,2.47412395,207.36763,   1.11453879    2.15313959 ,0.21066098,0.21775702,0.5488705,0.10386579,0.05976205,-0.01940447,-0.02470004,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,3,3.02897286,201.53651428,   1.08495414    2.74917698 ,0.20132105,0.47130153,0.71179891,0.24034774,0.08660245,-0.09507822,-0.03491721,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,8,3.06997275,228.5247345,   2.19483590    1.94013882 ,0.33921981,0.67251134,0.49971321,0.21421415,-0.22109887,-0.03385483,-0.09488938,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,13,2.41424799,212.68208313,   1.23226559    1.92077172 ,0.40876317,0.52283251,0.50276601,0.20994221,-0.09449743,-0.06754549,-0.07016334,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,18,1.88287628,224.85797119,   1.25381505    1.26004684 ,0.28792939,0.42723554,0.34394881,0.19229621,-0.03197044,-0.01666033,-0.09905005,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,23,3.04167676,206.78364563,   1.32445514    2.62383628 ,0.31989294,0.57780594,0.57904965,0.21927118,0.01215823,-0.09551019,-0.12771431,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,28,2.76747513,217.99171448,   1.59792197    2.04585624 ,0.24799138,0.32635263,0.93488073,0.17450835,-0.25269908,0.04620884,-0.22110707,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,33,1.92619669,194.61737061,   0.45657781    1.75065327 ,0.13745727,0.33407187,0.31769767,0.19997185,-0.11300123,0.0136116,-0.08203992,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,38,1.9414016,205.69166565,   0.78458714    1.63085818 ,0.2492713,0.72450846,0.81759804,0.1966233,0.42646834,-0.02661536,-0.14709082,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,43,3.3928616,194.78683472,   0.84326190    3.19458985 ,0.13997459,0.57140785,0.33702105,0.17157483,-0.02317148,0.02924562,-0.13921405,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,48,3.83246517,186.39849854,   0.42034075    3.74831247 ,-0.05141374,0.43131909,0.82503289,0.20544684,0.03055056,-0.07328053,-0.15014894,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,53,3.24363112,198.41871643,   1.00236166    3.00992775 ,0.18378176,0.45431381,0.74754328,0.17070213,0.03276964,0.0059997,-0.17140047,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,17,58,3.78888416,204.68858337,   1.54255855    3.35552382 ,0.20077397,0.62767285,0.91259015,0.28892365,0.00416441,-0.11073038,-0.13268161,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,3,3.33883071,196.09805298,   0.90109980    3.12233114 ,0.23436102,0.64192718,1.01123202,0.31174234,0.20876797,-0.07016328,-0.22489306,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,8,2.4098413,208.68322754,   1.11537230    2.03868604 ,0.24384917,0.51083714,0.563016,0.20914647,0.15203407,-0.09861385,-0.11894588,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,13,2.37874556,195.3921814,   0.59999293    2.17942142 ,0.07379207,0.49786979,0.63697809,0.2460943,0.00638159,-0.06962546,-0.1127105,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,18,3.52904749,185.64822388,   0.34167510    3.45472479 ,-0.1269192,0.36455873,0.69582391,0.2183643,0.02263908,-0.08345642,-0.04429383,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,23,2.43295026,194.14968872,   0.57137024    2.26640058 ,0.16233215,0.50750238,0.8510204,0.22809172,0.11815467,-0.03222344,-0.18653452,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,28,2.68048429,190.9377594,   0.49056607    2.53846121 ,-0.02855809,0.44954979,0.51007998,0.13218218,-0.13427778,-0.02568929,-0.10513064,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,33,2.64100075,181.70391846,   0.07674810    2.57995319 ,-0.00692918,0.30035594,0.40940481,0.15357146,0.03662115,-0.01436464,-0.06203342,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,38,2.2784977,194.83152771,   0.56960380    2.15107036 ,0.1796865,0.27534595,0.54109859,0.07688043,0.18396787,-0.04086738,-0.09493638,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,43,3.37943506,187.63198853,   0.43824539    3.27056336 ,0.08150823,0.51587498,0.75902414,0.26209876,-0.01073496,-0.05280831,-0.13009641,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,48,3.89523101,188.64068604,   0.56972861    3.74914408 ,0.15550634,0.8532691,0.57051164,0.23622896,0.16050892,0.01046014,-0.14498203,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,53,3.88142633,194.74160767,   0.96324927    3.66085362 ,0.10918187,0.70153165,0.85936099,0.32915324,-0.09776805,-0.02357341,-0.22233444,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,18,58,3.92854667,196.5401001,   1.08708394    3.66052270 ,0.23796579,1.07071412,1.11451602,0.46464169,0.50845033,-0.09073444,-0.29854417,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,3,3.38290238,202.27122498,   1.23455572    3.01446939 ,0.16215797,1.1122793,0.97849226,0.34917107,0.28635976,-0.06268749,-0.14363728,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,8,2.60390544,202.03953552,   0.94214344    2.32726216 ,0.25829718,0.47702459,0.66719419,0.18513757,0.05136541,-0.04896222,-0.09565049,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,14,3.62020278,209.23048401,   1.74006629    3.10959625 ,0.24007744,0.45931116,0.3461675,0.23208277,0.06441283,-0.10601779,-0.04476986,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,19,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,24,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,29,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,34,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,39,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,44,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,49,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,54,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,19,59,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,4,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,9,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,14,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,19,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,24,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,29,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
39.703129,-7.748782,32960.86,3942.3,9,20,34,          NaN ,          NaN ,          NaN           NaN ,          NaN ,          NaN ,          NaN ,          NaN ,          NaN  ,          NaN ,          NaN ,,,,,,,,,,,,,
